First name,Middle name,Surname,ORCID iD,Project Name,Project URL,Conceptualization,Data curation,Formal analysis,Funding acquisition,Investigation,Methodology,Project administration,Resources,Software,Supervision,Validation,Visualization,Translation,Writing - original draft,Writing - review & editing,Project Managers,Project Coordinators
Adelina-Mihaela,,Halchin,0000-0003-2816-7251,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Ciara,,Egan,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Stephanie,L.,Chan,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Bradley,J.,Baker,0000-0002-1697-4198,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Christopher,J.,Graham,0000-0002-1144-7970,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Christian,N. ,Sodano,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Joanne,,McCuaig ,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Tamara,,Marques,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Shubham ,,Pandey,0000-0002-5591-8551,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,True,True,False,False,False,True,,False,True,,
Daniel ,,Manrique-Castano,0000-0002-1912-1764,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Fernando,,Steeb,0009-0001-7707-1486,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Zlatomira ,,Ilchovska,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Alice,,Rees,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Stephanie,L.,Chang,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Jacob,,Miranda,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Martin,,Vasilev,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Shannon,,Francis,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Catia,,Oliveira,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Sam,,Parsons,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Connor,,Keating,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Esther,,Plomp ,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Jan,P.,Röer,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Kelly,,Lloyd,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Markus,,Konkol,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Ben,,Saunders,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Caleb ,,Onoja Akogwu,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Raul ,,Zurita-Milla,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Steven ,,Verheyen,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Vaitsa ,,Giannouli,0000-0003-2176-8986,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Yanna ,,Weisberg,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Graham,,Reid,0000-0002-6079-9323,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Robin,,Beckenbach,0009-0008-1036-0276,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Thomas,E.,Metherell,0000-0002-1770-7585,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Irene,Sophia,Plank,0000-0002-9395-0894,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Don,A,Moore,,Summaries,https://forrt.org/summaries/,,,,,,,,True,,,,,,,True,,
Iva,,Kapović,,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Jane,,Hergert,0009-0000-4079-9927,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Amanda,Mae,Woodward,0000-0002-8337-5822,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Leonardo,,Bergmann,0000-0001-9570-8973,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Susanne,,Kerschbaumer,0009-0006-8224-3154,Summaries,https://forrt.org/summaries/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Madeleine,,Pownall,0000-0002-3734-8006,Impact on students,https://forrt.org/impact/,True,False,True,False,True,True,True,True,True,True,True,False,,True,True,,
Flavio,,Azevedo,0000-0001-9000-8513,Impact on students,https://forrt.org/impact/,True,False,True,False,True,True,True,True,False,True,True,False,,True,True,,
Laura,M,König ,0000-0003-3655-8842 ,Impact on students,https://forrt.org/impact/,False,False,False,False,True,True,False,False,False,False,False,False,,True,True,,
Hannah,R.,Slack,0000-0003-2522-8717,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Thomas,,Evans ,0000-0002-6670-0718,Impact on students,https://forrt.org/impact/,False,False,False,False,True,True,False,False,False,False,False,False,,True,True,,
Zoe,,Flack ,0000-0001-8123-5589,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Sandra,,Grinschgl ,0000-0001-6666-9426,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,True,False,False,False,False,,True,True,,
Mahmoud,M,Elsherif,0000-0002-0540-3998,Impact on students,https://forrt.org/impact/,False,False,False,False,True,True,False,True,False,False,False,False,,True,True,,
Katie ,A,Gilligan-Lee,0000-0002-5406-2149,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Catia,M. F. de,Oliveira,0000-0002-2976-3330,Impact on students,https://forrt.org/impact/,False,False,False,False,False,True,False,True,False,False,False,False,,True,True,,
Biljana,,Gjoneska,0000-0003-1200-6672,Impact on students,https://forrt.org/impact/,False,False,False,False,True,True,False,True,False,False,False,False,,True,False,,
Tamara,,Kalandadze,0000-0003-1061-1131,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Katherine,,Button,0000-0003-4332-8789,Impact on students,https://forrt.org/impact/,False,False,False,False,True,True,False,False,False,False,False,False,,False,True,,
Sarah,,Ashcroft-Jones,0000-0002-8614-9310,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,True,False,,
Jenny,,Terry,0000-0002-6843-7116,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,,
Nihan,,Albayrak-Aydemir,0000-0003-3412-4311,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,True,False,False,False,False,,True,True,,
Filip,,Děchtěrenko,0000-0003-0472-915X,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Shilaan,,Alzahawi,0000-0002-6892-4643,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,True,False,False,False,False,,False,True,,
Bradley,J.,Baker,0000-0002-1697-4198,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,True,False,False,False,False,,True,True,,
Merle-Marie,,Pittelkow,0000-0002-7487-7898,Impact on students,https://forrt.org/impact/,False,False,False,False,False,True,False,False,False,False,False,False,,False,True,,
Lydia,,Riedl,0000-0003-4131-7891,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,
Kathleen,,Schmidt,0000-0002-9946-5953,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Charlotte,R.,Pennington,0000-0002-5259-642X,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,True,False,False,False,False,,True,True,,
John,J,Shaw,0000-0003-3190-6772,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,True,False,False,False,False,,True,True,,
Timo,,Lueke,0000-0002-2603-7341,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Matthew,C,Makel,0000-0002-3837-0088,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,True,False,False,False,False,,True,True,,
Helena,,Hartmann,0000-0002-1331-6683,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Mirela,,Zaneva,0000-0003-3569-931X,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Daniel,,Walker,0000-0002-9369-6953,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Steven,,Verheyen,0000-0002-6778-6744,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Daniel,J.,Cox,0000-0001-9484-632X,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Jennifer,,Mattschey,0000-0002-9582-842X,Impact on students,https://forrt.org/impact/,False,False,False,False,False,True,False,False,False,False,False,False,,False,True,,
Tom ,,Gallagher-Mitchell,0000-0002-3482-6703,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Peter,,Branney,0000-0002-2084-461X,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Yanna,,Weisberg,,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Kamil,,Izydorczak,0000-0002-9870-3825,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,True,True,,
Ali,H,Al-Hoorie,"0000-0003-3810-5978",Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Ann-Marie,,Creaven,0000-0002-2467-307X,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,,
Suzanne ,L. K. ,Stewart,0000-0003-2152-0091,Impact on students,https://forrt.org/impact/,False,False,False,False,True,False,False,False,False,False,False,False,,True,False,,
Kai,,Krautter,0000-0003-1578-3098,Impact on students,https://forrt.org/impact/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
